Review_ID,included_No,Reviewer_ID,EndNote_Index,Pubmed_ID,Year,Article_Name,Review_Date,First_Author,Key_words,Research_Design(Primary Objective),Review/Original,Study_Design_Type,Database/Datasource,Analytic_tool,Country/district ,X,Y,Z,Association_Type,Unit_of_Analysis,Check_List,Mention_Missing_Data,Assessed_Missing_Data,Rate_of_Article,Include_in_Research,Exclusion Reason,Other_Notes,
135,,,805,29152808,2018,Observational safety study of specific outcomes after trivalent cell culture seasonal influenza vaccination (Optaflu(¬Æ) ) among adults in THIN database of electronic UK primary healthcare records,6/24/21,"Hall, Hall, G. C.G. C.","Adult
Aged
Bell Palsy/epidemiology/etiology
Databases, Factual/statistics & numerical data
Demyelinating Diseases/epidemiology/etiology
Drug Hypersensitivity/epidemiology/etiology
Electronic Health Records/statistics & numerical data
Encephalitis/epidemiology/etiology
Female
Humans
Inflammatory Bowel Diseases/epidemiology/etiology
Influenza A Virus, H1N1 Subtype
Influenza Vaccines/administration & dosage/*adverse effects
Influenza, Human/prevention & control
Male
Middle Aged
Outcome Assessment, Health Care/*statistics & numerical data
Paresthesia/epidemiology/etiology
Primary Health Care/statistics & numerical data
Product Surveillance, Postmarketing/*statistics & numerical data
Retrospective Studies
Seasons
Seizures/epidemiology/etiology
Thrombocytopenia/epidemiology/etiology
United Kingdom/epidemiology
Vasculitis/epidemiology/etiology
Young Adult
*Bell's palsy
*anaphylaxis
*convulsions
*inflammatory bowel disease
*influenza
*paresthesia
*pharmacoepidemiology
*safety
*thrombocytopenia
*vaccination
*vasculitis","To investigate the safety of trivalent seasonal influenza vaccine (TIVc) (Optaflu®),
the first cell culture seasonal trivalent influenza vaccine available in Europe.",Original,,,,,,,,,,,,,,,Text mining / NLP  ,,
136,31,,915,29147805,2018,Can clinical practice indicator relating to long-acting benzodiazepine use in the elderly be easily generated in a hospital setting?,6/24/21,"Kadri, B.","Aged
Aged, 80 and over
Benzodiazepines/*therapeutic use
Delayed-Action Preparations/therapeutic use
Feasibility Studies
Female
*Guidelines as Topic
Humans
Inappropriate Prescribing/*prevention & control
Male
Medical Order Entry Systems
Retrospective Studies
Clinical practice indicator
Long acting benzodiazepine
Older people
Potentially inappropriate prescription",to test the feasibility of routine generation of CPI regarding la.bzd prescriptions among the elderly in the hospital setting.,Original,retrospective cohort study,insti,Stata,France,patient clinical practice indicators ,potentially inappropriate prescription (PIP) of la.bzd ,,Association,Patient,No,"Yes, limitation",No,,Yes,,,
137,32,,5505,29502187,2018,Epidemiology and correlates of osteoporotic fractures among type 2 diabetic patients,6/24/21,"Goldshtein, I.","Aged
Bone Density
Comorbidity
Cross-Sectional Studies
*Diabetes Mellitus, Type 2/diagnosis/epidemiology/metabolism
Female
Humans
Incidence
Israel/epidemiology
Male
Middle Aged
*Osteoporosis/diagnosis/epidemiology/metabolism
*Osteoporotic Fractures/classification/diagnosis/epidemiology/metabolism
Prevalence
Registries/statistics & numerical data
Risk Factors
*Complications
*Fracture
*Osteoporosis
*Type 2 diabetes mellitus",to examine fracture correlates among T2DM patients with osteoporosis.,Original,retrospective cross-sectional study ,institution EMR,R,Israel,paitnet with and without T2DM,fracture risk of osteoporotic,,Association,Patient,No,"Yes, data cleaning","Yes, Imputation",,Yes,,,
138,33,,691,29352592,2018,Development and validation of an ICD-10-based disability predictive index for patients admitted to hospitals with trauma,6/24/21,"Wada, T.","Adolescent
Adult
Aged
Aged, 80 and over
Databases, Factual
*Disabled Persons
Female
Humans
Injury Severity Score
*International Classification of Diseases
Japan/epidemiology
Logistic Models
Male
Middle Aged
Predictive Value of Tests
Program Development
ROC Curve
Retrospective Studies
Wounds and Injuries/*classification/epidemiology/physiopathology
Young Adult
Administrative claims database
Icd-10
Posttraumatic disability
Scale development","to develop and validate a diagnosis-based disability predictive index for severe physical disability at discharge using the International Classification of Diseases, 10th revision (ICD-10) coding. ",Original,retrospective cohort study,Diagnosis Procedure Combination database ,"SPSS, R",Japan ,patient characteristics,Severe physical disability at discharge,,Association,Patient,No,"Yes, data cleaning","Yes, excluded",,Yes,,,
139,,,2407,29441647,2018,"Methods for addressing ""innocent bystanders"" when evaluating safety of concomitant vaccines",6/24/21,"Wang, S. V.","Age Factors
Confounding Factors, Epidemiologic
Diphtheria-Tetanus-Pertussis Vaccine/administration & dosage/*adverse effects
Electronic Health Records/statistics & numerical data
Female
Humans
*Immunization Schedule
Infant
Male
Measles-Mumps-Rubella Vaccine/administration & dosage/*adverse effects
Observational Studies as Topic/methods
Research Design
Seizures/chemically induced/*epidemiology
Time Factors
Vaccination/*adverse effects/methods
*methods
*seizure
*self-controlled
*vaccine safety",to addresses a methodological challenge for observational studies using a self‐controlled design to investigate the safety of concomitant vaccination.,Original,retrospective cohort study,"vaccination and electronic medical record data from Kaiser
Permanente Northern California and Colorado ",,,,,,,,,,,,,Methodology papers (,,
140,34,,4940,29807717,2018,Shoulder adhesive capsulitis: epidemiology and predictors of surgery,6/24/21,"Kingston, K.","Adult
Age Factors
Aged
Aged, 80 and over
Bursitis/*epidemiology/*surgery
Case-Control Studies
Continental Population Groups/statistics & numerical data
Diabetes Mellitus/epidemiology
Female
Humans
Logistic Models
Male
Medicaid/statistics & numerical data
Medically Uninsured/statistics & numerical data
Medicare/statistics & numerical data
Middle Aged
Overweight/epidemiology
United States/epidemiology
Workers' Compensation/statistics & numerical data
Adhesive capsulitis
diabetes
frozen shoulder
obesity
racial disparities
surgical intervention
workers' compensation",to determine those factors asso- ciated with adhesive capsulitis patients requiring surgical intervention.,Original,retrospective cohort study,Institution EMR,SAS,USA,Patient characteristics, Shoulder adhesive capsulitis surgery,,Association,Patient,No,No,No,,Yes,,,
141,,,4686,28648577,2018,Impact of cap-assisted colonoscopy on the learning curve and quality in colonoscopy: a randomized controlled trial,6/24/21,"Tang, Z.","Adult
Aged
Clinical Competence/*statistics & numerical data
Colon/pathology
Colonoscopy/education/*methods
Fellowships and Scholarships/statistics & numerical data
Female
Gastroenterology/*education
Humans
Learning Curve
Male
Middle Aged
Prospective Studies",,,,,,,,,,,,,,,,,RCT data (data where a human being has abstracted the data [adds data quality; avoid curated data]),,
142,35,,2716,29669697,2018,The prevalence of sarcopaenia in a vascular surgical patient cohort and its impact on outcome,6/24/21,"Heard, R.","Age Factors
Aged
Aged, 80 and over
Cohort Studies
Female
Humans
Male
Middle Aged
Predictive Value of Tests
Prevalence
Prognosis
Sarcopenia/*diagnosis/*epidemiology
Tomography, X-Ray Computed
*Vascular Surgical Procedures
Body composition
Risk assessment
Sarcopaenia
Vascular surgery","to test the prevalence of
sarcopaenia, and its influence on outcome, in patients
admitted to a vascular surgery ward",Original,retrospective cohort study,institution EMR,SPSS,UK,presence of sarcopaenia,poor outcome in vascular patient,,Association,Patient,No,No,No,,Yes,,,
143,1,,3905,28472213,2017,Association Between Thyroid Disease and Uveitis: Results From the Pacific Ocular Inflammation Study,2/22/21,"Borkar, D. S.","Autoimmunity
Female
Hawaii/epidemiology
Humans
Male
Middle Aged
Population Surveillance/*methods
Retrospective Studies
*Risk Assessment
Risk Factors
Thyroid Diseases/*complications/epidemiology/immunology
Uveitis/epidemiology/*etiology/immunology",Todeterminetheassociationbetweenthyroiddiseaseanduveitis.,Original,retrospective case–control study,Kaiser Permanente electronic medical records.,Didn't mention,USA,patients with Thyroid Disease  ,Uveitis,,Association,Patient,No,No,No,,Yes,,,
144,2,,4603,28992868,2017,Definitive Diagnosis of Children Presenting to A Pediatric Emergency Department With Fever and Extremity Pain,2/22/21,"Vardiabasis, N. V.","Adolescent
Bacterial Infections/physiopathology
Blood Sedimentation
C-Reactive Protein/analysis
Child
Child, Preschool
*Emergency Service, Hospital
*Extremities
Female
Fever/*diagnosis/etiology
Humans
Infant
Male
Pain/*diagnosis/etiology
Retrospective Studies
Weight-Bearing/physiology
extremity
fever
osteomyelitis
pain
pediatric
septic arthritis"," to identify the eti- ologies of pediatric fever and extremity pain presenting to a tertiary care pediatric ED and to define factors that were associated with advanced imaging, admission, and surgical intervention.",Original,retrospective chart review,institution EMR,SPSS,USA,Patients charactersitics,Patient DEFINITIVE DIAGNOSIS,,Assocation,Patient,No,No,No,,Yes,,,
145,,,1040,27599748,2017,Statin Adherence Rates in Patients Utilizing a Patient-Centered Medical Home-Based Pharmacy,2/22/21,"Slazak, E. M.","Aged
Aged, 80 and over
Cohort Studies
Electronic Health Records/statistics & numerical data/trends
Female
Humans
Hydroxymethylglutaryl-CoA Reductase Inhibitors/*therapeutic use
Insurance Claim Review/statistics & numerical data/trends
Male
*Medication Adherence/statistics & numerical data
Patient-Centered Care/statistics & numerical data/*trends
Pharmaceutical Services/*trends
Retrospective Studies
adherence
ambulatory care
patient-centered medical home",To evaluate statin adherence as defined by the pro- portion of days covered (PDC) among patients who use an embedded dispensing pharmacy in a patient-centered medical home (PCMH). ,Original,retrospective chart review,Lifetime Health Medical Group’s  EHR,Minitab,,,,,,,,,,,,"Physician behavior, system evaluation, health services research [I.e., not biomedical]",,
146,3,,2154,28181629,2017,"Comorbidity and polypharmacy in people with dementia: insights from a large, population-based cross-sectional analysis of primary care data",2/22/21,"Clague, F.","Age Factors
Aged
Aged, 80 and over
Comorbidity
Cross-Sectional Studies
Dementia/diagnosis/*drug therapy/*epidemiology/psychology
Drug Prescriptions
Electronic Health Records
Female
Humans
Male
Odds Ratio
Polypharmacy
*Primary Health Care
Risk Factors
Sex Factors
United Kingdom/epidemiology","to report analysis of these factors within a large, cross-sectional primary care data set.",Original,retrospective cross-sectional study ,Primary Care Clinical Informatics Unit at the University of Aberdeen ,Didn't mention,UK,Dementia patients charactersitics,Comorbidity and polypharmacy,,Association,Patient,No,No,No,,Yes,,,
147,4,,4905,28319547,2017,Methylprednisolone Therapy in Acute Traumatic Spinal Cord Injury: Analysis of a Regional Spinal Cord Model Systems Database,2/22/21,"Sunshine, J. E.","Adult
Anti-Inflammatory Agents/pharmacology/*therapeutic use
Cohort Studies
*Databases, Factual
Female
Humans
Linear Models
Male
Methylprednisolone/pharmacology/*therapeutic use
Middle Aged
Recovery of Function/drug effects/*physiology
Retrospective Studies
Spinal Cord Injuries/*diagnosis/*drug therapy/physiopathology", to assess the relationship between exposure to methylprednisolone (MP) and improvements in motor function among patients with acute traumatic spinal cord injury (TSCI). ,Original,retrospective cohort study,University of Washington electronic medical record ,STATA,USA,patient characteristics,discharge ASIA motor score. ,,Association,Patient,No,No,No,,Yes,,,
148,,,5439,28187101,2017,How nurse gender influences patient priority assignments in US emergency departments,2/22/21,"Vigil, J. M.","Adolescent
Adult
Aged
Aged, 80 and over
Emergency Service, Hospital/*statistics & numerical data
Female
Heart Rate
Humans
Male
Middle Aged
*Nursing Assessment
Observer Variation
Pain/*diagnosis/physiopathology
Respiration
Retrospective Studies
*Sex Characteristics
Triage/*methods
United States
United States Department of Veterans Affairs/statistics & numerical data
Young Adult"," to compare whether emergency department (ED) patients’ pain intensity (PI) is measured differently by male and female nurses and to determine whether PI, heart rate (HR) and respiratory rate (RR) we’re used to prioritize patient urgency differently by male and female nurses",,,,,,,,,,,,,,,,"Physician behavior, system evaluation, health services research [I.e., not biomedical]",,
